Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences,month,month_name
2005042783446,2005-04-26 00:00:00,2005-03-13 00:00:00,IND,Indianapolis International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,5800.0,Denied,0.0,Deny,44.0,5800.0,3.0,March
2007071028039,2007-07-03 00:00:00,2007-06-29 00:00:00,PHL,Philadelphia International Airport,AirTran Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1500.0,Denied,0.0,Deny,4.0,1500.0,6.0,June
2007080729772,2007-08-07 00:00:00,2007-08-02 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Medicines; Other,1036.42,Denied,0.0,Deny,5.0,1036.42,8.0,August
2006051706530,2006-05-17 00:00:00,2006-12-28 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checkpoint,Computer - Laptop,1000.0,Denied,0.0,Deny,-225.0,1000.0,12.0,December
2005041382370,2005-03-16 00:00:00,2005-01-12 00:00:00,IAD,Washington Dulles International,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),1145.0,Denied,0.0,Deny,63.0,1145.0,1.0,January
2006041204343,2006-03-30 00:00:00,2006-03-18 00:00:00,LAX,Los Angeles International Airport,Virgin Atlantic,Passenger Property Loss,Checked Baggage,Computer - Laptop,2000.0,Settled,527.7,Settle,12.0,1472.3,3.0,March
2008060345177,2008-07-03 00:00:00,2008-01-26 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checkpoint,Handbags & Purses (leather or fabric),1000.0,Denied,0.0,Deny,159.0,1000.0,1.0,January
2007013119985,2007-01-29 00:00:00,2006-11-06 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers); Other,986.0,Denied,0.0,Deny,84.0,986.0,11.0,November
2007051125305,2007-05-09 00:00:00,2007-04-16 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Other,34105.0,Denied,0.0,Deny,23.0,34105.0,4.0,April
2007101133246,2007-10-10 00:00:00,2007-08-24 00:00:00,TPA,Tampa International,Continental Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1000.0,Denied,0.0,Deny,47.0,1000.0,8.0,August
2007121436496,2007-12-12 00:00:00,2007-12-01 00:00:00,MIA,Miami International Airport,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Jewelry - Costume,2480.0,Denied,0.0,Deny,11.0,2480.0,12.0,December
2007060126042,2007-05-24 00:00:00,2007-05-19 00:00:00,DEN,Denver International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,5600.0,Denied,0.0,Deny,5.0,5600.0,5.0,May
2004060955180,2004-05-10 00:00:00,2004-04-23 00:00:00,EWR,Newark International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,4000.0,Settled,1797.43,Settle,17.0,2202.5699999999997,4.0,April
2005122198194,2005-12-13 00:00:00,2005-12-01 00:00:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop,2150.0,Denied,0.0,Deny,12.0,2150.0,12.0,December
2008040942289,2008-04-08 00:00:00,2008-03-19 00:00:00,SLC,Salt Lake City International Airport,Frontier Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1500.0,Denied,0.0,Deny,20.0,1500.0,3.0,March
2006041704634,2006-04-07 00:00:00,2006-03-29 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1068.93,Denied,0.0,Deny,9.0,1068.93,3.0,March
2005110995835,2005-10-31 00:00:00,2005-10-01 00:00:00,IAD,Washington Dulles International,Independence Air,Passenger Property Loss,Checked Baggage,Jewelry - Fine,15000.0,Denied,0.0,Deny,30.0,15000.0,10.0,October
2006053107112,2006-05-30 00:00:00,2006-05-14 00:00:00,YKM,Yakima Air Terminal-Mcallister,Horizon Air,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1119.77,Denied,0.0,Deny,16.0,1119.77,5.0,May
2005082291140,2005-08-12 00:00:00,2005-07-28 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Stereo Items & Accessories,2122.0,Denied,0.0,Deny,15.0,2122.0,7.0,July
2008032741538,2008-03-13 00:00:00,2008-02-07 00:00:00,BDL,Bradley International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Other,890.39,Denied,0.0,Deny,35.0,890.39,2.0,February
2009062260449,2009-07-08 00:00:00,2009-05-28 00:00:00,LAX,Los Angeles International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,15000.0,Denied,0.0,Deny,41.0,15000.0,5.0,May
2005103195446,2005-10-24 00:00:00,2005-10-08 00:00:00,OGG,Kahului-Maui; HI,Hawaiian Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1500.0,Denied,0.0,Deny,16.0,1500.0,10.0,October
0130132M,2004-01-30 00:00:00,2003-12-15 00:00:00,DEN,Denver International Airport,America Trans Air,Passenger Property Loss,Checked Baggage,Computer - Laptop,1599.0,Denied,0.0,Deny,46.0,1599.0,12.0,December
2006020100746,2006-01-25 00:00:00,2006-01-16 00:00:00,LAX,Los Angeles International Airport,Virgin Atlantic,Passenger Property Loss,Checked Baggage,Computer - Laptop,1200.0,Denied,0.0,Deny,9.0,1200.0,1.0,January
2008013038901,2008-01-24 00:00:00,2008-01-13 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Computer - Laptop; Other,5000.0,Denied,0.0,Deny,11.0,5000.0,1.0,January
2007013019837,2007-01-22 00:00:00,2006-12-05 00:00:00,EWR,Newark International Airport,British Airways,Passenger Property Loss,Checked Baggage,Cell Phones; Other,1020.72,Denied,0.0,Deny,48.0,1020.72,12.0,December
2007110134263,2007-10-30 00:00:00,2007-10-29 00:00:00,TPA,Tampa International,Continental Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,3295.85,Denied,0.0,Deny,1.0,3295.85,10.0,October
2009120165890,2009-11-18 00:00:00,2009-10-17 12:20:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,2900.0,Denied,0.0,Deny,31.0,2900.0,10.0,October
2006121417068,2006-12-07 00:00:00,2006-08-19 00:00:00,MIA,Miami International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers); Medicines,1259.48,Denied,0.0,Deny,110.0,1259.48,8.0,August
2005110795717,2005-10-27 00:00:00,2005-09-26 00:00:00,JFK,John F. Kennedy International,Southwest Airlines,Property Damage,Checked Baggage,Computer - Laptop,1068.0,Denied,0.0,Deny,31.0,1068.0,9.0,September
2005012173857,2004-12-30 00:00:00,2004-12-15 00:00:00,LAS,McCarran International,Continental Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,2500.0,Denied,0.0,Deny,15.0,2500.0,12.0,December
2007060426212,2007-06-01 00:00:00,2007-05-15 00:00:00,BUF,Buffalo Niagara International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cell Phones; Computer - Laptop,1347.0,Denied,0.0,Deny,17.0,1347.0,5.0,May
2005111696137,2005-11-04 00:00:00,2005-11-03 00:00:00,MDW,Midway International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,3000.0,Denied,0.0,Deny,1.0,3000.0,11.0,November
2005100393751,2005-09-26 00:00:00,2005-07-16 00:00:00,PHF,Newport News / Williamsburg International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,6518.0,Denied,0.0,Deny,72.0,6518.0,7.0,July
2005101194323,2005-10-03 00:00:00,2005-10-02 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1590.98,Denied,0.0,Deny,1.0,1590.98,10.0,October
2006082411517,2006-08-17 00:00:00,2006-07-05 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,1290.0,Denied,0.0,Deny,43.0,1290.0,7.0,July
2008122953787,2008-12-22 00:00:00,2008-12-17 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,American Airlines,Property Damage,Checkpoint,Computer - Laptop,955.0,Denied,0.0,Deny,5.0,955.0,12.0,December
2008070346552,2008-06-30 00:00:00,2007-12-19 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checkpoint,Computer - Laptop,1595.0,Denied,0.0,Deny,194.0,1595.0,12.0,December
2004061756124,2004-05-13 00:00:00,2004-03-30 00:00:00,MCO,Orlando International Airport,UAL,Passenger Property Loss,Checked Baggage,Other,1070.0,Denied,0.0,Deny,44.0,1070.0,3.0,March
2007110134239,2007-10-29 00:00:00,2007-08-04 00:00:00,SMX,Santa Maria Public,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); Watches - Expensive more than $100,1229.13,Denied,0.0,Deny,86.0,1229.13,8.0,August
2007032723014,2007-03-23 00:00:00,2007-01-05 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Other; PDA - Personal Data Assistants; Paintings and Pictures (including frames; etchings; photos; etc),5979.98,Denied,0.0,Deny,77.0,5979.98,1.0,January
2007072328894,2007-07-19 00:00:00,2007-04-05 00:00:00,CVG,Cincinnati/Northern Kentucky International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),1823.15,Denied,0.0,Deny,105.0,1823.15,4.0,April
2007080129446,2007-07-30 00:00:00,2007-07-21 00:00:00,PHL,Philadelphia International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1439.23,Denied,0.0,Deny,9.0,1439.23,7.0,July
2005021676229,2005-01-27 00:00:00,2004-12-13 00:00:00,BOS,Boston (Logan) International Airport,American Airlines,Property Damage,Checkpoint,Computer - Laptop,1588.8,Settled,456.21,Settle,45.0,1132.59,12.0,December
1208334M,2003-12-08 00:00:00,2003-11-17 00:00:00,SHV,Shreveport Regional,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,5000.0,Settled,150.0,Settle,21.0,4850.0,11.0,November
2007071628416,2007-07-12 00:00:00,2007-05-08 00:00:00,PDX,Portland International,Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry - Fine,912.76,Denied,0.0,Deny,65.0,912.76,5.0,May
2009120966320,2009-12-03 00:00:00,2007-11-01 10:00:00,ALB,Albany International,Southwest Airlines,Property Damage,Checkpoint,Computer - Laptop,1379.99,Denied,0.0,Deny,762.0,1379.99,11.0,November
2006030602559,2006-02-24 00:00:00,2006-02-21 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,1000.0,Denied,0.0,Deny,3.0,1000.0,2.0,February
2007070927956,2007-07-02 00:00:00,2007-06-27 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Jewelry - Costume; Jewelry - Fine,1400.0,Denied,0.0,Deny,5.0,1400.0,6.0,June
2006120116577,2006-11-28 00:00:00,2006-10-26 00:00:00,DCA,Ronald Reagan Washington National Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,7095.0,Denied,0.0,Deny,33.0,7095.0,10.0,October
2005042583285,2005-04-22 00:00:00,2005-04-09 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1094.95,Denied,0.0,Deny,13.0,1094.95,4.0,April
2007033023304,2007-03-29 00:00:00,2007-03-08 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Computer - Laptop; MP3 Players-(iPods; etc); Other,5666.9,Denied,0.0,Deny,21.0,5666.9,3.0,March
2007122636878,2007-12-19 00:00:00,2007-12-11 00:00:00,JFK,John F. Kennedy International,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital; Computer - Laptop; Locks; Other; Other; Toys (game systems; cartridges; radio controlled cars; etc.); Watches - Expensive more than $100,33398.0,Denied,0.0,Deny,8.0,33398.0,12.0,December
2009032556905,2009-03-11 00:00:00,2009-03-06 00:00:00,TPA,Tampa International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1363.0,Denied,0.0,Deny,5.0,1363.0,3.0,March
2009060459885,2009-05-28 00:00:00,2009-05-18 00:00:00,BOS,Boston (Logan) International Airport,American Airlines,Property Damage,Checkpoint,Computer - Laptop,1391.0,Denied,0.0,Deny,10.0,1391.0,5.0,May
2007080129468,2007-07-31 00:00:00,2006-12-20 00:00:00,PIE,St. Petersburg-Clearwater International,USA 3000 (U5),Property Damage,Checkpoint,Computer - Laptop,3323.74,Settled,2469.64,Settle,223.0,854.0999999999999,12.0,December
2007022821706,2007-02-27 00:00:00,2007-01-20 00:00:00,SAN,San Diego International,Air Canada,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1197.9,Denied,0.0,Deny,38.0,1197.9,1.0,January
2005042082897,2005-04-19 00:00:00,2004-05-04 00:00:00,TPA,Tampa International,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Currency,1000.0,Denied,0.0,Deny,350.0,1000.0,5.0,May
2006012400243,2006-01-18 00:00:00,2006-01-02 00:00:00,LAX,Los Angeles International Airport,China Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,2000.0,Denied,0.0,Deny,16.0,2000.0,1.0,January
2004061055333,2004-05-27 00:00:00,2004-05-10 00:00:00,DEN,Denver International Airport,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),2430.0,Settled,810.0,Settle,17.0,1620.0,5.0,May
2005051784841,2005-05-13 00:00:00,2005-04-10 00:00:00,LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,1084.6,Denied,0.0,Deny,33.0,1084.6,4.0,April
2004102565641,2004-09-09 00:00:00,2004-07-27 00:00:00,CVG,Cincinnati/Northern Kentucky International,Air France,Passenger Property Loss,Checked Baggage,Other,1200.0,Denied,0.0,Deny,44.0,1200.0,7.0,July
2005012874676,2005-01-11 00:00:00,2004-12-28 00:00:00,BOS,Boston (Logan) International Airport,Delta Air Lines,Property Damage,Checked Baggage,Computer - Laptop,900.0,Denied,0.0,Deny,14.0,900.0,12.0,December
2006051906625,2006-05-04 00:00:00,2006-04-02 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Watches - Expensive more than $100,4500.0,Denied,0.0,Deny,32.0,4500.0,4.0,April
2009043058202,2009-04-15 00:00:00,2009-04-02 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1000.0,Denied,0.0,Deny,13.0,1000.0,4.0,April
2008031741150,2008-03-20 00:00:00,2008-02-09 00:00:00,PIT,Pittsburgh International Airport,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Fine,4540.0,Denied,0.0,Deny,40.0,4540.0,2.0,February
2008081348558,2008-08-07 00:00:00,2008-08-03 00:00:00,PBI,Palm Beach International,Continental Airlines,Property Damage,Checked Baggage,Computer - Laptop,7200.0,Denied,0.0,Deny,4.0,7200.0,8.0,August
2009011554557,2009-01-12 00:00:00,2008-12-26 00:00:00,HNL,Honolulu International Airport,Hawaiian Airlines,Property Damage,Checkpoint,Computer - Laptop,2163.92,Settled,1140.0,Settle,17.0,1023.9200000000001,12.0,December
2009011354448,2009-01-07 00:00:00,2008-12-30 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Passenger Property Loss,Checkpoint,Currency,1935.0,Denied,0.0,Deny,8.0,1935.0,12.0,December
2006121317048,2006-12-07 00:00:00,2006-12-05 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,2400.0,Settled,695.5,Settle,2.0,1704.5,12.0,December
0714542M,2003-04-08 00:00:00,2003-01-09 00:00:00,GEG,Spokane International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,3677.46,Settled,1838.73,Settle,89.0,1838.73,1.0,January
2007110534490,2007-11-01 00:00:00,2007-10-29 00:00:00,MCO,Orlando International Airport,Continental Airlines,Passenger Property Loss,Checkpoint,Jewelry - Fine,1041.56,Denied,0.0,Deny,3.0,1041.56,10.0,October
2004090962415,2004-08-09 00:00:00,2004-07-28 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,2895.0,Denied,0.0,Deny,12.0,2895.0,7.0,July
2006070709150,2006-07-06 00:00:00,2006-06-24 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Continental Airlines,Property Damage,Checkpoint,Medical Equipment & Insturments,1290.0,Settled,255.2,Settle,12.0,1034.8,6.0,June
2008100650838,2008-10-02 00:00:00,2007-05-05 00:00:00,PVD,TF Green Airport; Providence,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,8190.0,Denied,0.0,Deny,516.0,8190.0,5.0,May
2004071459351,2004-06-29 00:00:00,2004-05-14 00:00:00,FOE,Forbes Field,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,6500.0,Denied,0.0,Deny,46.0,6500.0,5.0,May
2008081248400,2008-08-12 00:00:00,2008-08-01 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,2500.0,Denied,0.0,Deny,11.0,2500.0,8.0,August
2006091512595,2006-09-08 00:00:00,2006-08-15 00:00:00,PHX,Phoenix Sky Harbor International,USAir,Passenger Property Loss,Checkpoint,Computer - Laptop,1446.92,Denied,0.0,Deny,24.0,1446.92,8.0,August
2005030877201,2005-02-24 00:00:00,2005-01-08 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,1374.0,Denied,0.0,Deny,47.0,1374.0,1.0,January
2005121397631,2005-12-05 00:00:00,2005-11-23 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checked Baggage,Other,2000.0,Denied,0.0,Deny,12.0,2000.0,11.0,November
2007072629094,2007-07-24 00:00:00,2007-07-18 00:00:00,LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checkpoint,Computer - Laptop,1000.0,Denied,0.0,Deny,6.0,1000.0,7.0,July
2005081890916,2005-08-09 00:00:00,2005-07-12 00:00:00,DAL,Dallas Love Field,Southwest Airlines,Property Damage,Checked Baggage,Other,27653.4,Denied,0.0,Deny,28.0,27653.4,7.0,July
2009070760891,2009-06-30 00:00:00,2009-05-24 00:00:00,SYR,Syracuse-Hancock International,Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry - Fine,2680.0,Denied,0.0,Deny,37.0,2680.0,5.0,May
2009040657192,2009-03-16 00:00:00,2009-02-27 00:00:00,MCO,Orlando International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Medical Equipment & Insturments,968.38,Denied,0.0,Deny,17.0,968.38,2.0,February
2005051884922,2005-05-16 00:00:00,2005-04-11 00:00:00,LAX,Los Angeles International Airport,USAir,Property Damage,Checked Baggage,Computer - Laptop,1100.0,Denied,0.0,Deny,35.0,1100.0,4.0,April
2006090812233,2006-09-01 00:00:00,2006-08-30 00:00:00,LAS,McCarran International,UAL,Passenger Property Loss,Checked Baggage,Computer - Laptop,1261.0,Denied,0.0,Deny,2.0,1261.0,8.0,August
2008110551862,2008-10-29 00:00:00,2008-10-01 00:00:00,SAN,San Diego International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop,3476.71,Denied,0.0,Deny,28.0,3476.71,10.0,October
2005041882752,2005-04-15 00:00:00,2005-04-04 00:00:00,DFW,Dallas-Fort Worth International Airport,ATA Aerocondor,Passenger Property Loss,Checked Baggage,Cameras - Digital,1027.93,Denied,0.0,Deny,11.0,1027.93,4.0,April
2008082549061,2008-08-25 00:00:00,2008-08-10 00:00:00,PHL,Philadelphia International Airport,Air France,Passenger Property Loss,Checked Baggage,Computer - Laptop,1299.0,Denied,0.0,Deny,15.0,1299.0,8.0,August
2006081811285,2006-08-16 00:00:00,2006-08-06 00:00:00,LGA,LaGuardia,Spirit Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1500.0,Denied,0.0,Deny,10.0,1500.0,8.0,August
0325042L,2003-03-25 00:00:00,2003-02-19 00:00:00,LGA,LaGuardia,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,1940.95,Settled,970.5,Settle,34.0,970.45,2.0,February
2007082730938,2007-08-27 00:00:00,2007-07-28 00:00:00,LGB,Long Beach,Jet Blue,Passenger Property Loss,Checked Baggage,Jewelry - Fine,975.0,Denied,0.0,Deny,30.0,975.0,7.0,July
2004072359971,2004-06-29 00:00:00,2004-04-13 00:00:00,LGB,Long Beach,Jet Blue,Passenger Property Loss,Checked Baggage,Other,4150.0,Denied,0.0,Deny,77.0,4150.0,4.0,April
2005100594111,2005-09-29 00:00:00,2005-06-21 00:00:00,STT,Cyril E. King International,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,1496.33,Settled,643.8,Settle,100.0,852.53,6.0,June
2005121998110,2005-12-12 00:00:00,2005-11-26 00:00:00,LAX,Los Angeles International Airport,Delta Air Lines,Property Damage,Checkpoint,Computer - Laptop,2034.0,Denied,0.0,Deny,16.0,2034.0,11.0,November
2007053025970,2007-05-18 00:00:00,2007-04-19 00:00:00,MCO,Orlando International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Computer - Laptop; Video Recordings - Laser Discs,1000.0,Denied,0.0,Deny,29.0,1000.0,4.0,April
2006012099977,2006-01-15 00:00:00,2005-12-24 00:00:00,LGA,LaGuardia,Northwest Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,1860.0,Denied,0.0,Deny,22.0,1860.0,12.0,December
2008031841204,2008-03-12 00:00:00,2008-03-03 00:00:00,EWN,Craven County Regional,USAir,Passenger Property Loss,Checked Baggage,Currency; Jewelry - Costume,7950.0,Denied,0.0,Deny,9.0,7950.0,3.0,March
2008051344144,2008-05-23 00:00:00,2008-04-18 00:00:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,2745.0,Denied,0.0,Deny,35.0,2745.0,4.0,April
2009051358569,2009-06-01 00:00:00,2009-04-11 00:00:00,LGA,LaGuardia,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop,1375.0,Denied,0.0,Deny,51.0,1375.0,4.0,April
2006040404051,2006-03-28 00:00:00,2006-03-12 00:00:00,SJU,Luis Munoz Marin International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,1379.36,Denied,0.0,Deny,16.0,1379.36,3.0,March
2006090812270,2006-09-05 00:00:00,2006-08-28 00:00:00,MHT,Manchester Regional Airport,UAL,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Medicines,1053.99,Denied,0.0,Deny,8.0,1053.99,8.0,August
2006011099243,2006-01-05 00:00:00,2006-01-03 00:00:00,MIA,Miami International Airport,Continental Airlines,Passenger Property Loss,Checkpoint,Computer - Laptop,1500.0,Denied,0.0,Deny,2.0,1500.0,1.0,January
2009051358574,2009-04-23 00:00:00,2009-03-26 00:00:00,MSY,New Orleans International,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,6500.0,Denied,0.0,Deny,28.0,6500.0,3.0,March
2007051625468,2007-05-09 00:00:00,2007-04-23 00:00:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Toys (game systems; cartridges; radio controlled cars; etc.),930.0,Denied,0.0,Deny,16.0,930.0,4.0,April
2008071847113,2008-07-14 00:00:00,2008-06-12 00:00:00,ORD,Chicago O'Hare International Airport,Continental Airlines,Property Damage,Checkpoint,Computer - Laptop,955.0,Denied,0.0,Deny,32.0,955.0,6.0,June
2007051025248,2007-05-08 00:00:00,2007-04-19 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,3948.0,Denied,0.0,Deny,19.0,3948.0,4.0,April
2004080960805,2004-07-09 00:00:00,2004-07-06 00:00:00,SEA,Seattle-Tacoma International,Northwest Airlines,Passenger Theft,Checked Baggage,Computer - Laptop,1100.0,Denied,0.0,Deny,3.0,1100.0,7.0,July
2008060245089,2008-05-27 00:00:00,2008-05-08 00:00:00,ORD,Chicago O'Hare International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop,941.49,Denied,0.0,Deny,19.0,941.49,5.0,May
0610115L,2003-06-10 00:00:00,2003-04-12 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,878.71,Denied,0.0,Deny,59.0,878.71,4.0,April
2005010472403,2004-12-14 00:00:00,2004-10-17 00:00:00,PHL,Philadelphia International Airport,Qantus Airways,Property Damage,Checked Baggage,Computer - Laptop,2000.0,Denied,0.0,Deny,58.0,2000.0,10.0,October
2005061786552,2005-06-07 00:00:00,2005-04-23 00:00:00,GNV,Gainesville Regional,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),1055.74,Denied,0.0,Deny,45.0,1055.74,4.0,April
2005110295525,2005-10-25 00:00:00,2005-10-17 00:00:00,FSD,Joe Foss Field,UAL,Passenger Property Loss,Checked Baggage,Computer - Laptop,1600.0,Denied,0.0,Deny,8.0,1600.0,10.0,October
2007022221389,2007-02-21 00:00:00,2007-02-04 00:00:00,HOU,William P. Hobby,Southwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine; Luggage (all types including footlockers); Medicines,1310.0,Denied,0.0,Deny,17.0,1310.0,2.0,February
2009042457977,2009-04-13 00:00:00,2009-04-11 00:00:00,SJU,Luis Munoz Marin International,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Computer - Laptop,3000.0,Denied,0.0,Deny,2.0,3000.0,4.0,April
2007041724109,2007-04-13 00:00:00,2007-02-21 00:00:00,SAN,San Diego International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop,977.74,Denied,0.0,Deny,51.0,977.74,2.0,February
2005013174902,2005-01-14 00:00:00,2005-01-04 00:00:00,LAX,Los Angeles International Airport,Northwest Airlines,Property Damage,Checked Baggage,Computer - Laptop,2349.0,Denied,0.0,Deny,10.0,2349.0,1.0,January
0926011M,2003-09-26 00:00:00,2003-09-07 00:00:00,LGA,LaGuardia,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop,5000.0,Denied,0.0,Deny,19.0,5000.0,9.0,September
0202385M,2004-02-02 00:00:00,2003-12-14 00:00:00,DCA,Ronald Reagan Washington National Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,16765.5,Denied,0.0,Deny,50.0,16765.5,12.0,December
